iteration,scenario,monitoring_cost_pct,monitoring_cost_euro,implementation_cost_pct,implementation_cost_euro,total_governance_cost_pct,total_governance_cost_euro,disbursement_lag_months,mobilization_ratio,gross_mobilization_ratio,net_mobilization_ratio,risk_premium_bps,mrv_reduction,lag_reduction,effective_lag_reduction,risk_premium_reduction_bps,effective_risk_premium_reduction_bps,bluewashing_risk_reduction,effective_bluewashing_reduction,legal_uncertainty_penalty,oracle_failure_risk,adoption_friction,gross_benefit,penalty_factor,net_benefit
3053,Traditional Governance,0.03742230850928681,3742230.850928681,0.0,0.0,0.03742230850928681,3742230.850928681,3.8080896370075017,4.258432718164164,4.258432718164164,4.258432718164164,288.672429636389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,Traditional Governance,0.04011451416343653,4011451.416343653,0.0,0.0,0.04011451416343653,4011451.416343653,4.3133294298007,4.377917561388187,4.377917561388187,4.377917561388187,254.42982372843858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,Traditional Governance,0.0368308238170944,3683082.3817094397,0.0,0.0,0.0368308238170944,3683082.3817094397,4.125498401707606,3.9217515017118507,3.9217515017118507,3.9217515017118507,312.92851600128046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,Traditional Governance,0.034932871856031056,3493287.1856031055,0.0,0.0,0.034932871856031056,3493287.1856031055,4.04666194350505,4.0719723284115865,4.0719723284115865,4.0719723284115865,275.61014330519964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3057,Traditional Governance,0.03687773628395462,3687773.628395462,0.0,0.0,0.03687773628395462,3687773.628395462,3.3402187237468275,3.9594133066428405,3.9594133066428405,3.9594133066428405,332.6368517161542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,Traditional Governance,0.028261275261771034,2826127.5261771036,0.0,0.0,0.028261275261771034,2826127.5261771036,4.602906834139773,3.9591941663923995,3.9591941663923995,3.9591941663923995,302.2362325588947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,Traditional Governance,0.029849204010913687,2984920.401091369,0.0,0.0,0.029849204010913687,2984920.401091369,4.343717918221891,3.6042955523859583,3.6042955523859583,3.6042955523859583,252.893368605871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,Traditional Governance,0.03102064901810932,3102064.901810932,0.0,0.0,0.03102064901810932,3102064.901810932,4.579491625109711,4.35047808706911,4.35047808706911,4.35047808706911,333.4052704724845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,Traditional Governance,0.036546402090277756,3654640.2090277756,0.0,0.0,0.036546402090277756,3654640.2090277756,4.170592554751125,3.907032046727922,3.907032046727922,3.907032046727922,275.76661592148037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,Traditional Governance,0.03410161278667379,3410161.278667379,0.0,0.0,0.03410161278667379,3410161.278667379,5.486749425469569,4.0683820835126205,4.0683820835126205,4.0683820835126205,321.18517573355194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3063,Traditional Governance,0.030488762039374707,3048876.203937471,0.0,0.0,0.030488762039374707,3048876.203937471,4.6439256528814035,4.372275746583758,4.372275746583758,4.372275746583758,290.5757217108086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,Traditional Governance,0.042738058074114134,4273805.807411414,0.0,0.0,0.042738058074114134,4273805.807411414,5.582186296772354,4.261530765838478,4.261530765838478,4.261530765838478,303.52753667387015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,Traditional Governance,0.03297169334096172,3297169.334096172,0.0,0.0,0.03297169334096172,3297169.334096172,4.255000714806156,3.7037306925437714,3.7037306925437714,3.7037306925437714,321.3403815144318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,Traditional Governance,0.034167366503816125,3416736.6503816126,0.0,0.0,0.034167366503816125,3416736.6503816126,3.101503290874973,4.101211439687773,4.101211439687773,4.101211439687773,265.83637584449235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,Traditional Governance,0.033578125218418325,3357812.5218418324,0.0,0.0,0.033578125218418325,3357812.5218418324,5.007878556995658,3.9965775506927,3.9965775506927,3.9965775506927,310.00362556264747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,Traditional Governance,0.029048443505627845,2904844.3505627844,0.0,0.0,0.029048443505627845,2904844.3505627844,5.118640167424729,3.777056976426274,3.777056976426274,3.777056976426274,277.25640811916094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,Traditional Governance,0.03901055765489463,3901055.765489463,0.0,0.0,0.03901055765489463,3901055.765489463,3.5139701230631135,3.428687814482809,3.428687814482809,3.428687814482809,312.3433888337913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,Traditional Governance,0.03420585154156505,3420585.154156505,0.0,0.0,0.03420585154156505,3420585.154156505,4.701601574277154,4.111619926398944,4.111619926398944,4.111619926398944,278.34642907394647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,Traditional Governance,0.02270475497073641,2270475.497073641,0.0,0.0,0.02270475497073641,2270475.497073641,4.764921217768089,4.26916508313365,4.26916508313365,4.26916508313365,260.474651730344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,Traditional Governance,0.04597584369860075,4597584.3698600745,0.0,0.0,0.04597584369860075,4597584.3698600745,3.809816276518349,4.526869201626989,4.526869201626989,4.526869201626989,277.8781396050055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,Traditional Governance,0.04089470622208905,4089470.622208905,0.0,0.0,0.04089470622208905,4089470.622208905,4.580972335659595,3.8740765618231423,3.8740765618231423,3.8740765618231423,306.74134700488366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3074,Traditional Governance,0.03884660183358056,3884660.183358056,0.0,0.0,0.03884660183358056,3884660.183358056,4.04613333904419,3.9148412089166618,3.9148412089166618,3.9148412089166618,341.5521577059894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,Traditional Governance,0.04232480239559515,4232480.239559514,0.0,0.0,0.04232480239559515,4232480.239559514,3.272089441949376,3.656779166494998,3.656779166494998,3.656779166494998,337.7774780385312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,Traditional Governance,0.04352414207401812,4352414.207401812,0.0,0.0,0.04352414207401812,4352414.207401812,5.226113643157169,4.659673629941141,4.659673629941141,4.659673629941141,314.3412882635165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,Traditional Governance,0.03232356960758519,3232356.960758519,0.0,0.0,0.03232356960758519,3232356.960758519,4.487490595102734,4.3612191381480985,4.3612191381480985,4.3612191381480985,320.38416434636247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,Traditional Governance,0.03676865106225047,3676865.106225047,0.0,0.0,0.03676865106225047,3676865.106225047,5.008862246757899,4.5670467280448,4.5670467280448,4.5670467280448,324.89666651277304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,Traditional Governance,0.03673212579734483,3673212.5797344833,0.0,0.0,0.03673212579734483,3673212.5797344833,4.883316806355083,3.9962690103228753,3.9962690103228753,3.9962690103228753,301.43837746763074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,Traditional Governance,0.03096744505182354,3096744.5051823542,0.0,0.0,0.03096744505182354,3096744.5051823542,5.831695735542383,3.7181893203838774,3.7181893203838774,3.7181893203838774,283.8084671882114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3081,Traditional Governance,0.029993923811555714,2999392.3811555714,0.0,0.0,0.029993923811555714,2999392.3811555714,4.403848395502652,4.060862819751789,4.060862819751789,4.060862819751789,308.8354361395306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082,Traditional Governance,0.02715948773785946,2715948.773785946,0.0,0.0,0.02715948773785946,2715948.773785946,4.387075243239277,3.8901287214972013,3.8901287214972013,3.8901287214972013,276.60759755636315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,Traditional Governance,0.03761821451334275,3761821.451334275,0.0,0.0,0.03761821451334275,3761821.451334275,4.126010680113766,3.8672829021017368,3.8672829021017368,3.8672829021017368,321.0483731278466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,Traditional Governance,0.04007092884323267,4007092.884323267,0.0,0.0,0.04007092884323267,4007092.884323267,4.701216900446601,3.5246941384588952,3.5246941384588952,3.5246941384588952,295.39223675475597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,Traditional Governance,0.03962834828885253,3962834.8288852535,0.0,0.0,0.03962834828885253,3962834.8288852535,4.479022059503772,3.5059918214896855,3.5059918214896855,3.5059918214896855,286.5028612479281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,Traditional Governance,0.03192995891582358,3192995.8915823577,0.0,0.0,0.03192995891582358,3192995.8915823577,4.895203661138176,3.8963204347291933,3.8963204347291933,3.8963204347291933,322.02304563098585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3087,Traditional Governance,0.02961077170207164,2961077.1702071643,0.0,0.0,0.02961077170207164,2961077.1702071643,4.26661069117011,4.492647004725962,4.492647004725962,4.492647004725962,273.5788587198626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,Traditional Governance,0.034287280367676,3428728.0367675996,0.0,0.0,0.034287280367676,3428728.0367675996,3.767333915086494,4.204576074895714,4.204576074895714,4.204576074895714,338.78091094039024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,Traditional Governance,0.03571945579147033,3571945.579147033,0.0,0.0,0.03571945579147033,3571945.579147033,5.213208753567723,4.246389110137113,4.246389110137113,4.246389110137113,334.25386039063653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,Traditional Governance,0.04396586440207465,4396586.440207466,0.0,0.0,0.04396586440207465,4396586.440207466,5.120347363353625,3.747624018705129,3.747624018705129,3.747624018705129,305.772637214135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,Traditional Governance,0.04249469650336007,4249469.650336007,0.0,0.0,0.04249469650336007,4249469.650336007,4.256781938930079,4.217074534941103,4.217074534941103,4.217074534941103,312.0610550465489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,Traditional Governance,0.04385396461821301,4385396.461821301,0.0,0.0,0.04385396461821301,4385396.461821301,4.819569031583802,3.9211716035593835,3.9211716035593835,3.9211716035593835,263.6289093249732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,Traditional Governance,0.04179135049543416,4179135.0495434157,0.0,0.0,0.04179135049543416,4179135.0495434157,4.488560740527659,3.4757172127483162,3.4757172127483162,3.4757172127483162,296.74842419151133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,Traditional Governance,0.04600770016110264,4600770.016110264,0.0,0.0,0.04600770016110264,4600770.016110264,4.962876302985006,3.9108877312370995,3.9108877312370995,3.9108877312370995,325.9809055753805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,Traditional Governance,0.03447325114568513,3447325.114568513,0.0,0.0,0.03447325114568513,3447325.114568513,4.3249889278746085,3.6098839444445616,3.6098839444445616,3.6098839444445616,257.5901761028572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,Traditional Governance,0.02462202053704789,2462202.053704789,0.0,0.0,0.02462202053704789,2462202.053704789,4.554447012130145,4.367259098942859,4.367259098942859,4.367259098942859,288.11954403535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,Traditional Governance,0.02613212153066255,2613212.153066255,0.0,0.0,0.02613212153066255,2613212.153066255,3.510071042396412,4.347867721267195,4.347867721267195,4.347867721267195,292.0618984992114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,Traditional Governance,0.03325233050438882,3325233.050438882,0.0,0.0,0.03325233050438882,3325233.050438882,3.8871836997749485,3.806597253722686,3.806597253722686,3.806597253722686,309.6936504792541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,Traditional Governance,0.0307684349407353,3076843.4940735297,0.0,0.0,0.0307684349407353,3076843.4940735297,5.009013236711995,4.095202545090257,4.095202545090257,4.095202545090257,311.5837912289788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,Traditional Governance,0.02874489943409759,2874489.943409759,0.0,0.0,0.02874489943409759,2874489.943409759,4.31036051137767,3.882357999511469,3.882357999511469,3.882357999511469,268.054032407401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101,Traditional Governance,0.045411067502010065,4541106.750201006,0.0,0.0,0.045411067502010065,4541106.750201006,3.3974599464514075,3.6443078922997287,3.6443078922997287,3.6443078922997287,282.97842424928444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,Traditional Governance,0.029377569769656747,2937756.9769656747,0.0,0.0,0.029377569769656747,2937756.9769656747,3.8685408946640107,4.130105499800926,4.130105499800926,4.130105499800926,320.4616604873784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103,Traditional Governance,0.045724566985889496,4572456.69858895,0.0,0.0,0.045724566985889496,4572456.69858895,4.360952293206953,4.2458668963488835,4.2458668963488835,4.2458668963488835,280.96915807004376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,Traditional Governance,0.039625872477386026,3962587.2477386026,0.0,0.0,0.039625872477386026,3962587.2477386026,4.8733274573219925,4.263013136626382,4.263013136626382,4.263013136626382,287.85061656553233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105,Traditional Governance,0.03728880621091593,3728880.621091593,0.0,0.0,0.03728880621091593,3728880.621091593,4.278938109578622,3.6370381561640266,3.6370381561640266,3.6370381561640266,278.4819521250462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3106,Traditional Governance,0.03792558622707588,3792558.622707588,0.0,0.0,0.03792558622707588,3792558.622707588,4.9291759690336185,4.010126911253319,4.010126911253319,4.010126911253319,314.95120438407656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3107,Traditional Governance,0.03221324877526884,3221324.8775268844,0.0,0.0,0.03221324877526884,3221324.8775268844,5.200795797576036,3.3749033367757644,3.3749033367757644,3.3749033367757644,261.64183368233444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,Traditional Governance,0.03738620466022328,3738620.466022328,0.0,0.0,0.03738620466022328,3738620.466022328,4.238997483421862,3.539730712424528,3.539730712424528,3.539730712424528,288.85312258669205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3109,Traditional Governance,0.029165776193349334,2916577.6193349333,0.0,0.0,0.029165776193349334,2916577.6193349333,5.0522078650067375,3.522095445402906,3.522095445402906,3.522095445402906,301.64274329419567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110,Traditional Governance,0.04470542207925795,4470542.207925795,0.0,0.0,0.04470542207925795,4470542.207925795,3.7556209345206453,3.470562775977483,3.470562775977483,3.470562775977483,255.48654048498034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,Traditional Governance,0.03165362617309596,3165362.617309596,0.0,0.0,0.03165362617309596,3165362.617309596,4.367031770963084,3.853624331549881,3.853624331549881,3.853624331549881,334.8319601566441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3112,Traditional Governance,0.030716059468484394,3071605.9468484395,0.0,0.0,0.030716059468484394,3071605.9468484395,3.6625939807055046,3.8766312800130205,3.8766312800130205,3.8766312800130205,324.43529322745457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3113,Traditional Governance,0.038599265777476036,3859926.5777476034,0.0,0.0,0.038599265777476036,3859926.5777476034,3.4861850980609037,4.178127053048528,4.178127053048528,4.178127053048528,308.00691913454943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,Traditional Governance,0.03756625250094654,3756625.250094654,0.0,0.0,0.03756625250094654,3756625.250094654,3.53886287558572,3.8498046193630846,3.8498046193630846,3.8498046193630846,296.85780815144386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,Traditional Governance,0.03425077237396231,3425077.237396231,0.0,0.0,0.03425077237396231,3425077.237396231,3.6865741925439406,3.6239181870921766,3.6239181870921766,3.6239181870921766,277.86636937847766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,Traditional Governance,0.03713923818783871,3713923.818783871,0.0,0.0,0.03713923818783871,3713923.818783871,5.140213198155377,4.53923345242807,4.53923345242807,4.53923345242807,302.7580349061256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,Traditional Governance,0.02847182874545899,2847182.874545899,0.0,0.0,0.02847182874545899,2847182.874545899,4.567012580778046,4.400762974038848,4.400762974038848,4.400762974038848,284.5838092458446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,Traditional Governance,0.03787555107771408,3787555.107771408,0.0,0.0,0.03787555107771408,3787555.107771408,5.51342713289431,3.598759284427126,3.598759284427126,3.598759284427126,307.4569255024735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,Traditional Governance,0.03103516256508427,3103516.2565084267,0.0,0.0,0.03103516256508427,3103516.2565084267,4.558126689305302,3.8814372575377063,3.8814372575377063,3.8814372575377063,276.98018645898617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,Traditional Governance,0.031080441755832924,3108044.1755832923,0.0,0.0,0.031080441755832924,3108044.1755832923,4.707406094473884,3.663840870623497,3.663840870623497,3.663840870623497,312.39144061065923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,Traditional Governance,0.028542890068630353,2854289.0068630353,0.0,0.0,0.028542890068630353,2854289.0068630353,3.9111409469078966,4.571226371961711,4.571226371961711,4.571226371961711,290.1811621401647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,Traditional Governance,0.03222986961362524,3222986.9613625244,0.0,0.0,0.03222986961362524,3222986.9613625244,4.562159463936173,3.87501949445467,3.87501949445467,3.87501949445467,300.0991845210262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,Traditional Governance,0.03220913498738128,3220913.498738128,0.0,0.0,0.03220913498738128,3220913.498738128,4.316761736084008,3.5543872267096486,3.5543872267096486,3.5543872267096486,278.4451760238604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3124,Traditional Governance,0.03429617274888707,3429617.274888707,0.0,0.0,0.03429617274888707,3429617.274888707,5.444535365330668,4.208696613456549,4.208696613456549,4.208696613456549,285.7964263634386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,Traditional Governance,0.029256823272584245,2925682.3272584244,0.0,0.0,0.029256823272584245,2925682.3272584244,5.454697763637507,4.1925449981416785,4.1925449981416785,4.1925449981416785,297.4453243411062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3126,Traditional Governance,0.029319516686580095,2931951.6686580097,0.0,0.0,0.029319516686580095,2931951.6686580097,3.9451157369656293,3.7554494606409525,3.7554494606409525,3.7554494606409525,297.86341448025524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,Traditional Governance,0.03563971996263488,3563971.996263488,0.0,0.0,0.03563971996263488,3563971.996263488,4.692555503175239,3.8414601851851433,3.8414601851851433,3.8414601851851433,348.94593595127554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,Traditional Governance,0.027615433809161094,2761543.3809161093,0.0,0.0,0.027615433809161094,2761543.3809161093,4.723987113454335,3.9288512802962,3.9288512802962,3.9288512802962,290.9525000821424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,Traditional Governance,0.038167994827375026,3816799.4827375025,0.0,0.0,0.038167994827375026,3816799.4827375025,4.59693473336451,3.7853682620946483,3.7853682620946483,3.7853682620946483,270.53994067625644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,Traditional Governance,0.04497767052436506,4497767.052436506,0.0,0.0,0.04497767052436506,4497767.052436506,3.7479864209851486,3.808092317387418,3.808092317387418,3.808092317387418,301.2259606929993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,Traditional Governance,0.0338585002705549,3385850.02705549,0.0,0.0,0.0338585002705549,3385850.02705549,4.752229562292758,4.296051294062462,4.296051294062462,4.296051294062462,290.1139463420829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,Traditional Governance,0.04332897241182474,4332897.241182474,0.0,0.0,0.04332897241182474,4332897.241182474,5.049149739527248,4.236412184917085,4.236412184917085,4.236412184917085,325.2792252133129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,Traditional Governance,0.026651501034100425,2665150.1034100424,0.0,0.0,0.026651501034100425,2665150.1034100424,4.246401681778024,4.172756340264983,4.172756340264983,4.172756340264983,282.4267000243701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3134,Traditional Governance,0.024396695613644416,2439669.5613644416,0.0,0.0,0.024396695613644416,2439669.5613644416,4.521988720864657,4.166809785894796,4.166809785894796,4.166809785894796,323.1358120655642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135,Traditional Governance,0.03880250005051253,3880250.005051253,0.0,0.0,0.03880250005051253,3880250.005051253,3.7235162462389844,4.01770138134454,4.01770138134454,4.01770138134454,308.9864228778799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3136,Traditional Governance,0.03962983644495775,3962983.6444957755,0.0,0.0,0.03962983644495775,3962983.6444957755,5.441519205067555,3.870208352521927,3.870208352521927,3.870208352521927,280.65855993691184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3137,Traditional Governance,0.04159620374084355,4159620.3740843553,0.0,0.0,0.04159620374084355,4159620.3740843553,3.7020828578418934,4.201917673067559,4.201917673067559,4.201917673067559,295.01372906495294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,Traditional Governance,0.02505647656772892,2505647.656772892,0.0,0.0,0.02505647656772892,2505647.656772892,3.9683475512475423,3.5859413220228697,3.5859413220228697,3.5859413220228697,299.62018339748676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,Traditional Governance,0.03998042788990337,3998042.7889903374,0.0,0.0,0.03998042788990337,3998042.7889903374,4.158944839541623,3.6249355794288896,3.6249355794288896,3.6249355794288896,301.102099075155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140,Traditional Governance,0.03301700540671555,3301700.5406715553,0.0,0.0,0.03301700540671555,3301700.5406715553,5.114593921592526,3.6020192360703307,3.6020192360703307,3.6020192360703307,294.5586642019129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,Traditional Governance,0.031683404243070146,3168340.424307015,0.0,0.0,0.031683404243070146,3168340.424307015,4.839375875772262,4.215088986460687,4.215088986460687,4.215088986460687,304.4274101841401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3142,Traditional Governance,0.028823874693380658,2882387.469338066,0.0,0.0,0.028823874693380658,2882387.469338066,3.177665334305715,4.076931768078248,4.076931768078248,4.076931768078248,312.3663259747904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,Traditional Governance,0.04866100403142398,4866100.403142398,0.0,0.0,0.04866100403142398,4866100.403142398,3.9088602545041495,3.959081870151122,3.959081870151122,3.959081870151122,300.31015211039147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3144,Traditional Governance,0.025352440115824618,2535244.0115824617,0.0,0.0,0.025352440115824618,2535244.0115824617,4.939660576213238,3.980753557166963,3.980753557166963,3.980753557166963,305.4148627284098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,Traditional Governance,0.04117693967909092,4117693.9679090916,0.0,0.0,0.04117693967909092,4117693.9679090916,4.348056085444391,4.330187206197052,4.330187206197052,4.330187206197052,323.5042768452952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
